,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a_subj(groupA).185,1.67230614839,0.115218090129,1.46540648113,1.59125090227,1.67012629957,1.74579308635,1.91613100377,0.00152787723019
a_subj(groupA).186,1.17660608485,0.07170346296,1.04881187855,1.12669320445,1.17366797181,1.2248553019,1.32255794497,0.001089041267
a_subj(groupA).187,2.39709268466,0.173574935266,2.07316924961,2.2764513067,2.39375741852,2.51277177638,2.75345279943,0.00244327702912
a_subj(groupA).188,3.28901280851,0.233392992391,2.85188081503,3.12817260682,3.28408317459,3.44736948414,3.76439852893,0.00373260538398
a_subj(groupA).189,3.73510667553,0.278913771836,3.20239788905,3.5473611828,3.73146930597,3.92451849986,4.29237746912,0.00429653264504
a_subj(groupA).190,2.12106573728,0.135556437066,1.86581106488,2.02667017145,2.11594777529,2.21068038029,2.39803528045,0.00201502369637
a_subj(groupA).191,4.16813200505,0.298503169649,3.59546478686,3.95936752468,4.15917154757,4.36932170206,4.77818161458,0.00499986169542
a_subj(groupA).192,2.7031095355,0.177049146923,2.37533433014,2.58291529361,2.69725591586,2.81930698001,3.05935423756,0.00272926940428
a_subj(groupA).193,1.40096001478,0.0884677240872,1.23850179986,1.33916051281,1.39825201435,1.46070013916,1.57832799004,0.00127089063077
a_subj(groupA).194,3.65079427452,0.262288199534,3.15180659565,3.46791116819,3.64890999769,3.82916805413,4.18583999816,0.00373384560032
a_subj(groupA).195,1.72849169306,0.112388797338,1.5209022586,1.65047500049,1.72388805521,1.80292024388,1.95822018011,0.00147117655838
a_subj(groupA).196,1.23904478481,0.0778911904945,1.09372998607,1.18558345885,1.23569377487,1.29110917217,1.39597352865,0.00123466877021
a_subj(groupA).197,2.98962762471,0.206426284072,2.59868289485,2.84809267389,2.98637319875,3.12561470595,3.40988016698,0.00276699952821
a_subj(groupA).198,0.814851161209,0.0483695254383,0.724451729239,0.781277751261,0.813727443578,0.846304344776,0.913507268874,0.000750314278715
